Member_number,itemDescription
3491,detergent
3505,meat spreads
4669,whole milk
2557,bottled water
4283,candy
4679,whipped/sour cream
2651,dishes
4071,shopping bags
2587,fruit/vegetable juice
4091,meat spreads
3002,hygiene articles
2035,white bread
2772,frozen meals
3431,canned fish
2166,canned fish
4688,fruit/vegetable juice
1585,fruit/vegetable juice
1308,white wine
4190,domestic eggs
3611,cake bar
3933,hard cheese
3877,soda
4787,fruit/vegetable juice
2063,brandy
1940,yogurt
2993,chewing gum
2316,shopping bags
2175,male cosmetics
4445,flower (seeds)
3812,cereals
4577,frozen meals
3248,other vegetables
4821,rolls/buns
2835,domestic eggs
1998,candles
3080,yogurt
3864,long life bakery product
1410,kitchen towels
4037,ice cream
1696,cream cheese 
3678,pasta
2644,misc. beverages
1786,specialty bar
2357,fruit/vegetable juice
4478,roll products 
4294,butter milk
1908,sauces
4800,long life bakery product
4265,bottled water
4735,sliced cheese
1290,rice
3633,soda
4992,margarine
1069,salt
1563,long life bakery product
4146,root vegetables
4745,soft cheese
2138,seasonal products
3207,yogurt
2672,soda
1087,specialty chocolate
2259,processed cheese
2597,fruit/vegetable juice
2713,long life bakery product
3389,chocolate
4853,chocolate
4788,whole milk
2957,fruit/vegetable juice
4134,whole milk
3773,frozen fish
4309,waffles
4959,rolls/buns
1895,soups
1824,chocolate
4504,seasonal products
4109,margarine
3549,yogurt
1293,canned beer
2006,pot plants
2918,rolls/buns
4250,shopping bags
1146,curd
1173,specialty bar
4324,butter milk
3397,whipped/sour cream
4990,cream cheese 
2548,waffles
4433,bottled water
2912,newspapers
3661,pastry
3402,newspapers
4650,pastry
4890,fruit/vegetable juice
1748,rolls/buns
4606,long life bakery product
3079,mustard
3903,baking powder
4221,dish cleaner
1066,oil
4762,rolls/buns
4955,processed cheese
1416,cream cheese 
4761,frozen fish
3956,margarine
4125,pastry
3470,flower (seeds)
1899,dessert
2241,butter
2449,newspapers
3618,brown bread
1510,domestic eggs
2804,fruit/vegetable juice
3769,pickled vegetables
4435,salty snack
1641,bottled beer
1798,pastry
4623,newspapers
2496,soda
4112,whipped/sour cream
1617,sauces
2849,bottled water
2426,bottled water
1895,soft cheese
2118,butter milk
4590,candy
1851,flour
1186,soda
2656,pot plants
3563,newspapers
3989,ready soups
1393,pastry
1706,yogurt
2111,shopping bags
3593,chocolate
4255,yogurt
4089,dessert
3861,whipped/sour cream
1358,whipped/sour cream
3016,whipped/sour cream
4563,frozen fish
1074,detergent
4933,hard cheese
4096,pasta
2087,whole milk
2766,candles
2236,shopping bags
1651,hygiene articles
2423,roll products 
2420,soda
4145,candy
2616,soda
4323,detergent
1792,frozen vegetables
2977,processed cheese
4375,butter
2232,bottled water
2905,waffles
1912,pot plants
4665,shopping bags
3325,UHT-milk
2153,soda
1798,instant coffee
3934,rolls/buns
4484,whipped/sour cream
2713,ketchup
1533,specialty fat
1529,preservation products
1905,chewing gum
3361,butter milk
2195,other vegetables
3221,fruit/vegetable juice
3667,candy
2129,oil
1233,whipped/sour cream
2675,UHT-milk
2701,rolls/buns
1788,long life bakery product
2876,whole milk
4465,onions
4330,mustard
2459,curd
1739,pastry
2524,chocolate
2273,whole milk
4557,rum
2505,fruit/vegetable juice
3882,hard cheese
3308,soda
2605,ketchup
4180,white bread
3551,root vegetables
4406,other vegetables
4962,condensed milk
4799,sweet spreads
1862,soda
2043,waffles
4440,whipped/sour cream
3139,pot plants
4344,softener
1616,whole milk
3374,bottled water
1881,whipped/sour cream
4372,pastry
4036,cat food
2325,rolls/buns
1951,napkins
1862,domestic eggs
1877,whipped/sour cream
3236,brown bread
2068,yogurt
1388,rolls/buns
4014,yogurt
1719,brown bread
4167,pastry
3099,waffles
1998,frozen vegetables
3630,cream cheese 
1365,frozen vegetables
2878,whipped/sour cream
3158,margarine
3842,pot plants
2738,onions
4595,white bread
1979,salty snack
3411,whole milk
4703,soda
1615,white bread
1710,specialty chocolate
2699,butter
1859,root vegetables
1997,shopping bags
4852,bottled water
4893,beverages
4985,shopping bags
4428,other vegetables
1979,white bread
2847,soups
3879,curd
4735,bottled water
2038,sauces
2132,whipped/sour cream
3560,light bulbs
1354,soda
4230,pastry
4582,specialty chocolate
4660,soda
2255,dessert
4862,whole milk
1605,soda
1403,cling film/bags
1192,brown bread
1617,sugar
2806,whipped/sour cream
2749,pastry
4840,whipped/sour cream
1381,pastry
1932,fruit/vegetable juice
4124,semi-finished bread
1412,make up remover
1841,soft cheese
1736,butter
1798,whole milk
1004,dish cleaner
1582,shopping bags
3664,pastry
2225,rolls/buns
3175,rolls/buns
1891,hygiene articles
4306,white bread
1545,brown bread
1741,specialty chocolate
3289,chocolate
2139,chewing gum
4362,whipped/sour cream
4371,frozen vegetables
4206,oil
3185,newspapers
2440,jam
3827,misc. beverages
1949,cat food
3410,shopping bags
3530,napkins
4696,oil
2963,pickled vegetables
2396,sugar
1913,cat food
4657,bottled beer
2641,brown bread
2615,frozen vegetables
4681,shopping bags
1169,cake bar
4769,soda
2010,shopping bags
1384,waffles
2788,rolls/buns
4628,zwieback
3838,light bulbs
2965,newspapers
1903,sweet spreads
4722,hygiene articles
4209,liquor (appetizer)
1422,fruit/vegetable juice
2995,specialty chocolate
1094,newspapers
3827,canned beer
3846,canned vegetables
3259,soda
4278,white wine
2194,shopping bags
2094,bottled water
3511,soda
1428,shopping bags
4806,liquor
3607,sliced cheese
4587,salt
3028,napkins
1308,napkins
2417,spread cheese
2573,zwieback
4862,yogurt
1190,bottled water
3879,yogurt
3383,pet care
1599,cream cheese 
4689,soda
1233,UHT-milk
1301,whipped/sour cream
1110,pickled vegetables
3320,processed cheese
2679,curd cheese
3540,salty snack
4585,yogurt
3743,pickled vegetables
1961,sugar
1897,cream cheese 
4606,fruit/vegetable juice
3660,sugar
2922,misc. beverages
3800,domestic eggs
3762,white bread
4317,sparkling wine
3325,hard cheese
1731,other vegetables
1327,pastry
4387,whipped/sour cream
1740,canned beer
1006,shopping bags
4993,rolls/buns
1888,yogurt
3762,salt
2243,yogurt
2738,brown bread
3869,male cosmetics
2924,newspapers
4613,rolls/buns
3421,soda
4764,vinegar
4800,soda
1288,abrasive cleaner
2194,frozen vegetables
2072,chocolate
2950,shopping bags
1681,rolls/buns
3957,salt
1004,packaged fruit/vegetables
4048,fruit/vegetable juice
2309,domestic eggs
3238,white bread
3613,pastry
1716,long life bakery product
3669,candles
4806,candy
1434,canned beer
3977,oil
4086,dishes
3357,pickled vegetables
2159,shopping bags
2984,ice cream
1351,rolls/buns
1359,soda
3636,rolls/buns
3783,cereals
2807,newspapers
3960,rolls/buns
4233,root vegetables
3683,curd
4838,brown bread
2779,specialty cheese
4297,shopping bags
1258,frozen vegetables
2755,soda
2340,soda
1690,bottled water
2592,curd
2952,sugar
3246,whole milk
1900,shopping bags
3414,cream cheese 
1153,bottled beer
1751,flour
2499,ice cream
2355,ice cream
3660,coffee
2760,vinegar
1028,onions
4657,bottled water
1569,white bread
3737,white bread
3462,dessert
2921,other vegetables
1111,soda
1261,canned vegetables
1572,rice
1811,dessert
3287,chocolate
1020,newspapers
2374,chocolate
2252,oil
3289,white bread
1312,canned vegetables
1045,butter
1275,shopping bags
4241,bottled water
1116,canned vegetables
1356,cat food
2354,soups
4045,waffles
3189,whole milk
3515,canned vegetables
1169,other vegetables
2299,cake bar
3539,frozen dessert
2389,frozen vegetables
1487,cling film/bags
4698,specialty chocolate
3335,light bulbs
1065,long life bakery product
4763,pastry
2879,detergent
1451,kitchen towels
1947,specialty chocolate
4364,sugar
4477,chewing gum
1150,UHT-milk
2873,frozen vegetables
3040,cat food
4862,whipped/sour cream
2795,soda
2254,mustard
2066,hard cheese
3180,whole milk
1205,ready soups
4040,rolls/buns
4760,whole milk
2357,whipped/sour cream
1507,frozen vegetables
1870,specialty chocolate
3900,yogurt
3627,whole milk
2098,fruit/vegetable juice
2242,rolls/buns
3444,brown bread
2437,rubbing alcohol
2267,instant coffee
3930,brown bread
1964,domestic eggs
4362,domestic eggs
2339,sliced cheese
1663,herbs
2384,fruit/vegetable juice
3013,soap
3765,margarine
1446,pastry
2135,hard cheese
4872,domestic eggs
4817,yogurt
2571,sliced cheese
4338,waffles
2760,rolls/buns
4564,brown bread
1862,liquor (appetizer)
4155,softener
2965,salty snack
4854,candy
3349,curd
3416,rice
1466,whole milk
1032,pastry
4489,other vegetables
3862,processed cheese
1181,whole milk
4772,rolls/buns
3612,other vegetables
3266,soda
4969,butter milk
1035,white bread
2917,processed cheese
2861,whole milk
3247,other vegetables
3913,rolls/buns
3877,zwieback
1129,shopping bags
2605,yogurt
2308,bottled beer
1412,specialty fat
3743,photo/film
2937,brown bread
1932,other vegetables
3857,frozen vegetables
3810,yogurt
1241,soda
1607,pickled vegetables
3854,soda
4509,chocolate
2654,whole milk
2511,cocoa drinks
4337,shopping bags
2993,chewing gum
3138,root vegetables
3518,whole milk
1057,sliced cheese
2125,soda
4137,zwieback
4761,margarine
1162,male cosmetics
1761,frozen fish
3507,specialty chocolate
3104,soda
2070,cake bar
4266,bottled beer
4187,white bread
3297,frozen meals
2618,specialty chocolate
3895,yogurt
4657,oil
2042,cream cheese 
1342,bottled water
2784,domestic eggs
4110,hygiene articles
2908,flour
3489,long life bakery product
1335,domestic eggs
2718,popcorn
1153,canned beer
4165,soda
3769,domestic eggs
1733,white bread
2290,chocolate
2669,cat food
1852,canned beer
4515,bottled water
4875,misc. beverages
3437,pastry
1494,soft cheese
4505,domestic eggs
2440,long life bakery product
2603,soda
4629,fruit/vegetable juice
3382,bottled beer
4509,male cosmetics
1510,kitchen towels
2470,beverages
4487,hard cheese
4574,rolls/buns
4005,newspapers
1379,candles
3830,newspapers
4812,baking powder
3956,waffles
4234,pastry
3180,onions
3300,soda
4287,soda
1628,soda
2033,canned beer
2517,frozen fish
2430,pastry
3108,bottled beer
4574,pastry
2851,red/blush wine
4719,yogurt
1128,frozen vegetables
1571,dishes
1810,bottled water
2453,sugar
3616,curd
2530,shopping bags
4617,brown bread
2176,bottled water
4183,frozen potato products
2951,soda
2587,newspapers
4540,fruit/vegetable juice
3024,salt
2348,chocolate
4559,frozen vegetables
3213,hard cheese
3972,candy
4935,newspapers
4198,canned fish
1139,canned beer
4959,pastry
1550,specialty chocolate
3536,soups
4697,shopping bags
3164,rolls/buns
4640,bottled water
2986,bottled water
1878,soups
1037,rolls/buns
3863,napkins
1534,pastry
1109,pastry
2381,pickled vegetables
3787,whipped/sour cream
4628,curd
3157,shopping bags
2535,sweet spreads
1006,rolls/buns
3897,canned beer
2804,canned beer
3804,shopping bags
3060,red/blush wine
3158,frozen vegetables
1477,other vegetables
4211,margarine
4046,oil
4836,salty snack
3773,mustard
1774,salty snack
2158,brown bread
2154,bottled beer
1991,long life bakery product
3502,salty snack
3465,napkins
1235,abrasive cleaner
2978,liquor
1809,waffles
3359,chewing gum
4877,salty snack
3956,processed cheese
3716,canned fish
2408,cat food
3549,salty snack
1863,newspapers
4956,margarine
2771,vinegar
2507,canned beer
2193,candy
1504,chocolate
1393,flour
3852,rolls/buns
1911,newspapers
1627,fruit/vegetable juice
3387,frozen fish
1931,pastry
4316,rolls/buns
3872,yogurt
1492,yogurt
2898,bottled water
3832,specialty bar
3887,bottled water
1823,cling film/bags
1418,butter
3931,canned vegetables
2059,yogurt
1004,tropical fruit
1507,dessert
3185,long life bakery product
3369,napkins
3407,bottled beer
1610,cream cheese 
2291,packaged fruit/vegetables
4868,margarine
1051,frozen vegetables
1785,cling film/bags
4097,coffee
1207,semi-finished bread
4002,domestic eggs
4266,Instant food products
2873,rolls/buns
4220,soft cheese
1218,curd
4956,bottled water
2688,roll products 
1082,other vegetables
3844,house keeping products
4314,whole milk
4404,flower (seeds)
4388,butter milk
2547,specialty chocolate
2157,dishes
1118,canned beer
3941,specialty cheese
1799,pastry
2869,brown bread
3161,brandy
3008,coffee
1619,long life bakery product
1970,white bread
2860,bottled water
3456,hygiene articles
4394,yogurt
1027,whole milk
3466,whole milk
2810,salty snack
1023,specialty bar
3045,pet care
4200,shopping bags
4280,long life bakery product
4257,napkins
3720,pasta
3927,brown bread
1269,canned fruit
2907,sugar
3784,whipped/sour cream
4770,soda
3287,dessert
4003,canned beer
1723,shopping bags
3832,napkins
3758,rolls/buns
3881,specialty chocolate
3596,curd cheese
4765,misc. beverages
4304,ice cream
2065,soda
1935,yogurt
1764,butter
3565,shopping bags
3559,chewing gum
2499,pickled vegetables
1474,newspapers
2289,red/blush wine
1522,shopping bags
1887,napkins
3109,brown bread
3998,hygiene articles
3181,zwieback
1813,brown bread
3171,chocolate
4944,white bread
4710,pickled vegetables
2104,bottled water
1743,specialty bar
2949,shopping bags
4416,pastry
2000,fruit/vegetable juice
4114,bottled water
1435,soda
3841,newspapers
3323,rolls/buns
1184,newspapers
3378,rolls/buns
1561,canned beer
2817,beverages
4272,other vegetables
4376,hygiene articles
3867,napkins
1702,yogurt
2381,yogurt
1948,herbs
2868,chocolate
4531,soda
1370,pastry
1102,brown bread
2473,white bread
2266,whipped/sour cream
1655,chocolate
2649,shopping bags
1740,dessert
4617,berries
2921,specialty fat
2533,bottled water
3168,sugar
2993,waffles
4292,coffee
1674,bottled water
2092,canned fish
1062,ketchup
1015,chocolate
4149,frozen fish
3476,chocolate marshmallow
4786,waffles
2054,shopping bags
2518,white bread
4771,newspapers
4666,fruit/vegetable juice
4513,shopping bags
1225,seasonal products
3496,candy
1720,shopping bags
4091,dental care
3477,long life bakery product
3227,soda
2123,pastry
4837,long life bakery product
4316,canned beer
3263,coffee
3421,red/blush wine
4819,sugar
1294,domestic eggs
1309,margarine
2589,whipped/sour cream
1234,coffee
2685,soda
1395,whole milk
2480,soda
4303,instant coffee
3915,other vegetables
3646,coffee
2443,white wine
4616,pastry
2325,canned fruit
1660,domestic eggs
3982,yogurt
3181,herbs
3251,napkins
4846,rolls/buns
4511,UHT-milk
1689,whole milk
3789,hygiene articles
2737,shopping bags
1374,cream cheese 
3948,sparkling wine
4544,candy
1175,specialty chocolate
4800,tea
1759,dog food
2252,seasonal products
4958,margarine
4082,dish cleaner
2642,spices
1805,newspapers
2706,sliced cheese
3843,napkins
1061,bottled beer
2345,rolls/buns
3256,white bread
1693,cream cheese 
4275,hygiene articles
1969,cat food
3185,candy
3474,soda
4828,shopping bags
1157,napkins
2692,soda
3399,soda
3792,frozen dessert
1077,artif. sweetener
2711,soda
2298,specialty bar
1991,fruit/vegetable juice
3821,soups
1591,photo/film
2966,pudding powder
3795,herbs
2970,canned fish
4468,dishes
1244,bottled water
4121,onions
3424,whole milk
1341,spices
3801,pot plants
2230,cooking chocolate
2323,soda
2907,frozen potato products
2447,soda
4272,bottled water
1433,yogurt
3846,curd cheese
4694,yogurt
1748,processed cheese
4410,bottled beer
4636,pastry
1867,newspapers
